realtime_start,realtime_end,date,value,year_ago_value,yoy_growth
2025-04-22,2025-04-22,2022-08-20,183.94,159.02,15.670984781788446
2025-04-22,2025-04-22,2022-08-21,183.51,160.27,14.500530355025882
2025-04-22,2025-04-22,2022-08-22,183.01,161.6,13.248762376237622
2025-04-22,2025-04-22,2022-08-23,182.29,163.05,11.800061330880085
2025-04-22,2025-04-22,2022-08-24,182.03,164.18,10.872213424290408
2025-04-22,2025-04-22,2022-08-25,181.85,165.86,9.640660798263584
2025-04-22,2025-04-22,2022-08-26,181.57,167.28,8.542563366810134
2025-04-22,2025-04-22,2022-08-27,181.44,168.44,7.717881738304441
2025-04-22,2025-04-22,2022-08-28,181.17,168.8,7.328199052132686
2025-04-22,2025-04-22,2022-08-29,180.77,169.14,6.8759607425801255
2025-04-22,2025-04-22,2022-08-30,180.56,169.42,6.575374808169057
2025-04-22,2025-04-22,2022-08-31,180.15,169.62,6.20799434029006
2025-04-22,2025-04-22,2022-09-01,179.68,169.61,5.937149932197389
2025-04-22,2025-04-22,2022-09-02,179.32,169.68,5.681282413955673
2025-04-22,2025-04-22,2022-09-03,178.96,169.99,5.276780987116888
2025-04-22,2025-04-22,2022-09-04,178.69,170.08,5.062323612417677
2025-04-22,2025-04-22,2022-09-05,178.37,170.47,4.634246494984458
2025-04-22,2025-04-22,2022-09-06,178.08,170.86,4.225681844785203
2025-04-22,2025-04-22,2022-09-07,177.58,171.41,3.5995566186336947
2025-04-22,2025-04-22,2022-09-08,177.09,171.98,2.971275729736024
2025-04-22,2025-04-22,2022-09-09,176.61,172.31,2.4955022923800194
2025-04-22,2025-04-22,2022-09-10,176.06,172.52,2.0519360074194246
2025-04-22,2025-04-22,2022-09-11,175.37,173.03,1.352366641622842
2025-04-22,2025-04-22,2022-09-12,174.86,173.16,0.9817509817509916
2025-04-22,2025-04-22,2022-09-13,174.43,173.26,0.6752856977952303
2025-04-22,2025-04-22,2022-09-14,174.06,173.4,0.3806228373702402
2025-04-22,2025-04-22,2022-09-15,173.72,173.59,0.07488910651534965
2025-04-22,2025-04-22,2022-09-16,173.4,173.77,-0.21292513092018447
2025-04-22,2025-04-22,2022-09-17,172.91,174.02,-0.637857717503743
2025-04-22,2025-04-22,2022-09-18,172.54,174.18,-0.9415547135147633
2025-04-22,2025-04-22,2022-09-19,172.04,174.43,-1.3701771484263112
2025-04-22,2025-04-22,2022-09-20,171.34,174.7,-1.92329708070978
2025-04-22,2025-04-22,2022-09-21,170.81,174.9,-2.338479130931963
2025-04-22,2025-04-22,2022-09-22,170.31,175.11,-2.741134144252191
2025-04-22,2025-04-22,2022-09-23,169.72,175.54,-3.315483650450036
2025-04-22,2025-04-22,2022-09-24,169.29,175.91,-3.7632880450230255
2025-04-22,2025-04-22,2022-09-25,168.81,176.32,-4.259301270417418
2025-04-22,2025-04-22,2022-09-26,168.52,176.73,-4.64550444180387
2025-04-22,2025-04-22,2022-09-27,168.51,177.16,-4.88259200722511
2025-04-22,2025-04-22,2022-09-28,168.23,177.72,-5.3398604546477655
2025-04-22,2025-04-22,2022-09-29,167.88,178.3,-5.844083006169385
2025-04-22,2025-04-22,2022-09-30,167.57,178.59,-6.170558261940764
2025-04-22,2025-04-22,2022-10-01,167.36,179.0,-6.5027932960893775
2025-04-22,2025-04-22,2022-10-02,167.11,179.41,-6.855805139066932
2025-04-22,2025-04-22,2022-10-03,166.79,179.79,-7.230657989877079
2025-04-22,2025-04-22,2022-10-04,166.14,180.13,-7.766613001720985
2025-04-22,2025-04-22,2022-10-05,165.63,180.46,-8.217887620525332
2025-04-22,2025-04-22,2022-10-06,165.06,180.74,-8.675445391169639
2025-04-22,2025-04-22,2022-10-07,164.35,181.38,-9.389127797993165
2025-04-22,2025-04-22,2022-10-08,163.61,181.72,-9.965881576051059
2025-04-22,2025-04-22,2022-10-09,162.86,182.46,-10.74208045599035
2025-04-22,2025-04-22,2022-10-10,162.23,183.17,-11.432003057269204
2025-04-22,2025-04-22,2022-10-11,161.79,183.84,-11.994125326370764
2025-04-22,2025-04-22,2022-10-12,161.27,184.55,-12.614467623950148
2025-04-22,2025-04-22,2022-10-13,160.82,185.09,-13.112539845480583
2025-04-22,2025-04-22,2022-10-14,160.55,185.76,-13.571274763135218
2025-04-22,2025-04-22,2022-10-15,160.18,186.66,-14.18622093646201
2025-04-22,2025-04-22,2022-10-16,159.92,186.92,-14.444682216991229
2025-04-22,2025-04-22,2022-10-17,159.53,187.43,-14.885557274715897
2025-04-22,2025-04-22,2022-10-18,159.17,187.96,-15.317088742285604
2025-04-22,2025-04-22,2022-10-19,158.88,188.45,-15.691164765189702
2025-04-22,2025-04-22,2022-10-20,158.5,189.0,-16.137566137566136
2025-04-22,2025-04-22,2022-10-21,158.12,189.22,-16.435894725716093
2025-04-22,2025-04-22,2022-10-22,157.28,189.48,-16.993877981845046
2025-04-22,2025-04-22,2022-10-23,156.79,190.05,-17.500657721652203
2025-04-22,2025-04-22,2022-10-24,156.38,190.29,-17.82016921540806
2025-04-22,2025-04-22,2022-10-25,155.97,190.54,-18.14317203736748
2025-04-22,2025-04-22,2022-10-26,155.51,190.75,-18.474442988204462
2025-04-22,2025-04-22,2022-10-27,155.25,190.93,-18.687477085842982
2025-04-22,2025-04-22,2022-10-28,154.87,191.22,-19.00951783286267
2025-04-22,2025-04-22,2022-10-29,155.08,191.62,-19.06899071078175
2025-04-22,2025-04-22,2022-10-30,154.87,192.04,-19.355342636950628
2025-04-22,2025-04-22,2022-10-31,154.71,192.43,-19.601933170503557
2025-04-22,2025-04-22,2022-11-01,154.4,192.9,-19.9585277345775
2025-04-22,2025-04-22,2022-11-02,153.93,193.4,-20.408479834539815
2025-04-22,2025-04-22,2022-11-03,153.28,193.94,-20.965246983603176
2025-04-22,2025-04-22,2022-11-04,152.74,194.4,-21.43004115226337
2025-04-22,2025-04-22,2022-11-05,152.1,194.74,-21.895861148197604
2025-04-22,2025-04-22,2022-11-06,151.53,195.15,-22.35203689469639
2025-04-22,2025-04-22,2022-11-07,150.92,195.86,-22.944960686204443
2025-04-22,2025-04-22,2022-11-08,150.42,196.49,-23.44648582625071
2025-04-22,2025-04-22,2022-11-09,150.05,197.02,-23.840219267079483
2025-04-22,2025-04-22,2022-11-10,149.66,197.76,-24.322411003236244
2025-04-22,2025-04-22,2022-11-11,149.19,198.95,-25.011309374214623
2025-04-22,2025-04-22,2022-11-12,148.85,199.63,-25.437058558332915
2025-04-22,2025-04-22,2022-11-13,148.41,200.54,-25.994814002194072
2025-04-22,2025-04-22,2022-11-14,147.93,201.36,-26.534564958283674
2025-04-22,2025-04-22,2022-11-15,147.54,202.01,-26.964011682589973
2025-04-22,2025-04-22,2022-11-16,147.22,202.94,-27.45639105154233
2025-04-22,2025-04-22,2022-11-17,146.96,203.71,-27.858229836532324
2025-04-22,2025-04-22,2022-11-18,146.74,204.04,-28.082728876690837
2025-04-22,2025-04-22,2022-11-19,146.35,205.06,-28.630644689359215
2025-04-22,2025-04-22,2022-11-20,146.11,205.16,-28.78241372587248
2025-04-22,2025-04-22,2022-11-21,145.84,205.67,-29.090290270822184
2025-04-22,2025-04-22,2022-11-22,145.52,206.39,-29.492707980037785
2025-04-22,2025-04-22,2022-11-23,145.23,206.73,-29.748947903061968
2025-04-22,2025-04-22,2022-11-24,144.9,207.16,-30.054064491214515
2025-04-22,2025-04-22,2022-11-25,144.66,207.18,-30.176657978569366
2025-04-22,2025-04-22,2022-11-26,144.54,207.25,-30.25814234016888
2025-04-22,2025-04-22,2022-11-27,144.26,207.82,-30.58415936868444
2025-04-22,2025-04-22,2022-11-28,143.98,207.73,-30.688874981947723
2025-04-22,2025-04-22,2022-11-29,143.75,207.58,-30.74959051931786
2025-04-22,2025-04-22,2022-11-30,143.53,207.73,-30.905502334761465
2025-04-22,2025-04-22,2022-12-01,143.33,207.64,-30.971874397996523
2025-04-22,2025-04-22,2022-12-02,142.92,208.18,-31.3478720338169
2025-04-22,2025-04-22,2022-12-03,142.48,208.45,-31.647877188774288
2025-04-22,2025-04-22,2022-12-04,141.97,208.86,-32.026237671167294
2025-04-22,2025-04-22,2022-12-05,141.58,209.42,-32.3942316875179
2025-04-22,2025-04-22,2022-12-06,141.01,210.11,-32.887535100661566
2025-04-22,2025-04-22,2022-12-07,140.32,210.38,-33.301644643026904
2025-04-22,2025-04-22,2022-12-08,139.66,210.83,-33.75705544751696
2025-04-22,2025-04-22,2022-12-09,139.17,211.22,-34.11135309156331
2025-04-22,2025-04-22,2022-12-10,138.58,211.57,-34.49922011627356
2025-04-22,2025-04-22,2022-12-11,138.16,211.47,-34.666855818792264
2025-04-22,2025-04-22,2022-12-12,137.61,211.82,-35.034463223491635
2025-04-22,2025-04-22,2022-12-13,137.16,212.17,-35.35372578592638
2025-04-22,2025-04-22,2022-12-14,137.05,212.75,-35.581668625146875
2025-04-22,2025-04-22,2022-12-15,136.75,213.42,-35.92446818479992
2025-04-22,2025-04-22,2022-12-16,136.42,213.85,-36.207622165068976
2025-04-22,2025-04-22,2022-12-17,136.14,214.5,-36.53146853146853
2025-04-22,2025-04-22,2022-12-18,135.83,215.41,-36.94350308713615
2025-04-22,2025-04-22,2022-12-19,135.55,216.0,-37.24537037037037
2025-04-22,2025-04-22,2022-12-20,135.32,216.43,-37.47632028831494
2025-04-22,2025-04-22,2022-12-21,134.9,216.0,-37.5462962962963
2025-04-22,2025-04-22,2022-12-22,134.58,215.47,-37.54118902863507
2025-04-22,2025-04-22,2022-12-23,134.2,214.96,-37.569780424264984
2025-04-22,2025-04-22,2022-12-24,133.96,214.19,-37.457397637611464
2025-04-22,2025-04-22,2022-12-25,133.68,213.51,-37.38934944499086
2025-04-22,2025-04-22,2022-12-26,133.45,212.67,-37.2501998401279
2025-04-22,2025-04-22,2022-12-27,133.28,211.84,-37.08459214501511
2025-04-22,2025-04-22,2022-12-28,132.97,212.35,-37.38168118672004
2025-04-22,2025-04-22,2022-12-29,132.73,212.35,-37.494702142688965
2025-04-22,2025-04-22,2022-12-30,132.56,212.24,-37.54240482472673
2025-04-22,2025-04-22,2022-12-31,132.35,212.08,-37.594304036212755
2025-04-22,2025-04-22,2023-01-01,132.11,211.76,-37.613335851907806
2025-04-22,2025-04-22,2023-01-02,131.81,211.28,-37.61359333585763
2025-04-22,2025-04-22,2023-01-03,131.42,210.83,-37.66541763506143
2025-04-22,2025-04-22,2023-01-04,130.75,209.84,-37.69062142584826
2025-04-22,2025-04-22,2023-01-05,130.35,209.43,-37.75963329035955
2025-04-22,2025-04-22,2023-01-06,130.04,209.18,-37.833444880007654
2025-04-22,2025-04-22,2023-01-07,129.67,209.18,-38.01032603499379
2025-04-22,2025-04-22,2023-01-08,129.49,209.02,-38.04899052722227
2025-04-22,2025-04-22,2023-01-09,129.23,209.63,-38.35328912846444
2025-04-22,2025-04-22,2023-01-10,129.17,210.37,-38.59865950468223
2025-04-22,2025-04-22,2023-01-11,129.46,211.13,-38.68232842324634
2025-04-22,2025-04-22,2023-01-12,129.46,211.88,-38.899377005852365
2025-04-22,2025-04-22,2023-01-13,129.38,212.81,-39.20398477515155
2025-04-22,2025-04-22,2023-01-14,129.08,213.25,-39.470105509964824
2025-04-22,2025-04-22,2023-01-15,128.98,214.55,-39.883477044977866
2025-04-22,2025-04-22,2023-01-16,128.92,215.19,-40.09015288814536
2025-04-22,2025-04-22,2023-01-17,128.76,215.69,-40.30321294450369
2025-04-22,2025-04-22,2023-01-18,128.44,216.36,-40.635977075244966
2025-04-22,2025-04-22,2023-01-19,128.33,217.0,-40.86175115207373
2025-04-22,2025-04-22,2023-01-20,127.92,217.5,-41.186206896551724
2025-04-22,2025-04-22,2023-01-21,127.61,218.34,-41.554456352477786
2025-04-22,2025-04-22,2023-01-22,127.15,218.35,-41.76780398442867
2025-04-22,2025-04-22,2023-01-23,126.64,218.61,-42.07035359773113
2025-04-22,2025-04-22,2023-01-24,126.1,219.01,-42.42272042372495
2025-04-22,2025-04-22,2023-01-25,125.58,219.45,-42.775119617224874
2025-04-22,2025-04-22,2023-01-26,124.82,219.83,-43.21976072419598
2025-04-22,2025-04-22,2023-01-27,124.37,220.26,-43.53491328430037
2025-04-22,2025-04-22,2023-01-28,124.02,220.8,-43.831521739130444
2025-04-22,2025-04-22,2023-01-29,123.55,221.71,-44.27405168914348
2025-04-22,2025-04-22,2023-01-30,123.07,222.41,-44.665257857110745
2025-04-22,2025-04-22,2023-01-31,122.6,222.73,-44.95577605172181
2025-04-22,2025-04-22,2023-02-01,122.23,223.28,-45.25707631673235
2025-04-22,2025-04-22,2023-02-02,121.77,223.91,-45.616542360769955
2025-04-22,2025-04-22,2023-02-03,121.25,224.44,-45.97665300302976
2025-04-22,2025-04-22,2023-02-04,120.73,224.78,-46.28970548981226
2025-04-22,2025-04-22,2023-02-05,120.09,225.07,-46.643266539298885
2025-04-22,2025-04-22,2023-02-06,119.55,225.36,-46.95154419595315
2025-04-22,2025-04-22,2023-02-07,118.91,226.02,-47.38961153880188
2025-04-22,2025-04-22,2023-02-08,118.24,225.66,-47.60258796419392
2025-04-22,2025-04-22,2023-02-09,117.73,225.93,-47.89093967157969
2025-04-22,2025-04-22,2023-02-10,117.24,226.14,-48.1560095516052
2025-04-22,2025-04-22,2023-02-11,116.74,226.46,-48.450057405281285
2025-04-22,2025-04-22,2023-02-12,116.31,226.68,-48.68978295394389
2025-04-22,2025-04-22,2023-02-13,115.87,226.83,-48.91769166336022
2025-04-22,2025-04-22,2023-02-14,115.34,226.9,-49.16703393565447
2025-04-22,2025-04-22,2023-02-15,114.8,227.02,-49.43176812615629
2025-04-22,2025-04-22,2023-02-16,114.25,227.12,-49.69619584360691
2025-04-22,2025-04-22,2023-02-17,113.62,227.34,-50.021993489926984
2025-04-22,2025-04-22,2023-02-18,112.48,227.62,-50.58430717863105
2025-04-22,2025-04-22,2023-02-19,111.86,227.53,-50.8372522304751
2025-04-22,2025-04-22,2023-02-20,111.3,228.01,-51.186351475812465
2025-04-22,2025-04-22,2023-02-21,110.81,228.57,-51.520322002012506
2025-04-22,2025-04-22,2023-02-22,110.35,229.5,-51.917211328976045
2025-04-22,2025-04-22,2023-02-23,109.81,230.03,-52.26274833717341
2025-04-22,2025-04-22,2023-02-24,109.21,230.5,-52.62039045553145
2025-04-22,2025-04-22,2023-02-25,109.16,230.82,-52.7077376310545
2025-04-22,2025-04-22,2023-02-26,108.59,231.58,-53.10907677692375
2025-04-22,2025-04-22,2023-02-27,107.93,231.81,-53.44031750140201
2025-04-22,2025-04-22,2023-02-28,107.27,232.12,-53.78683439600207
2025-04-22,2025-04-22,2023-03-01,106.4,231.81,-54.100340796341825
2025-04-22,2025-04-22,2023-03-02,105.87,231.73,-54.31320933845423
2025-04-22,2025-04-22,2023-03-03,105.49,231.44,-54.42015209125476
2025-04-22,2025-04-22,2023-03-04,105.04,231.24,-54.57533298737243
2025-04-22,2025-04-22,2023-03-05,104.74,230.69,-54.59707833022671
2025-04-22,2025-04-22,2023-03-06,104.48,230.46,-54.664583875726805
2025-04-22,2025-04-22,2023-03-07,104.19,229.98,-54.696060527002345
2025-04-22,2025-04-22,2023-03-08,103.98,230.42,-54.873708879437544
2025-04-22,2025-04-22,2023-03-09,103.68,230.53,-55.02537630677134
2025-04-22,2025-04-22,2023-03-10,103.54,230.7,-55.119202427394875
2025-04-22,2025-04-22,2023-03-11,103.42,230.89,-55.20810775694053
2025-04-22,2025-04-22,2023-03-12,103.19,231.3,-55.38694336359706
2025-04-22,2025-04-22,2023-03-13,102.81,231.31,-55.5531537763175
2025-04-22,2025-04-22,2023-03-14,102.61,231.4,-55.65687121866898
2025-04-22,2025-04-22,2023-03-15,102.64,230.36,-55.44365341205071
2025-04-22,2025-04-22,2023-03-16,102.59,229.16,-55.232152208064235
2025-04-22,2025-04-22,2023-03-17,102.41,227.93,-55.06953889351994
2025-04-22,2025-04-22,2023-03-18,102.26,226.48,-54.84811020840692
2025-04-22,2025-04-22,2023-03-19,102.21,225.13,-54.599564695953454
2025-04-22,2025-04-22,2023-03-20,102.33,224.02,-54.32104276403893
2025-04-22,2025-04-22,2023-03-21,102.41,222.4,-53.952338129496404
2025-04-22,2025-04-22,2023-03-22,102.34,221.82,-53.86349292218916
2025-04-22,2025-04-22,2023-03-23,102.13,221.67,-53.92700861641179
2025-04-22,2025-04-22,2023-03-24,101.99,221.86,-54.02956819615975
2025-04-22,2025-04-22,2023-03-25,101.78,222.41,-54.23766916955173
2025-04-22,2025-04-22,2023-03-26,101.47,222.94,-54.48551179689603
2025-04-22,2025-04-22,2023-03-27,101.1,223.33,-54.73066762190481
2025-04-22,2025-04-22,2023-03-28,100.68,223.75,-55.00335195530725
2025-04-22,2025-04-22,2023-03-29,100.33,223.82,-55.17380037530158
2025-04-22,2025-04-22,2023-03-30,100.1,224.16,-55.34439685938616
2025-04-22,2025-04-22,2023-03-31,99.87,224.32,-55.478780313837376
2025-04-22,2025-04-22,2023-04-01,99.75,224.31,-55.53029289822121
2025-04-22,2025-04-22,2023-04-02,99.63,224.03,-55.5282774628398
2025-04-22,2025-04-22,2023-04-03,99.47,223.81,-55.55605200839998
2025-04-22,2025-04-22,2023-04-04,99.36,223.54,-55.55157913572515
2025-04-22,2025-04-22,2023-04-05,99.29,224.14,-55.70179352190595
2025-04-22,2025-04-22,2023-04-06,99.27,224.03,-55.688970227201715
2025-04-22,2025-04-22,2023-04-07,99.17,223.84,-55.69603288062902
2025-04-22,2025-04-22,2023-04-08,99.04,223.74,-55.73433449539644
2025-04-22,2025-04-22,2023-04-09,98.91,223.5,-55.74496644295303
2025-04-22,2025-04-22,2023-04-10,98.99,223.06,-55.62180579216355
2025-04-22,2025-04-22,2023-04-11,99.04,222.66,-55.519626336117845
2025-04-22,2025-04-22,2023-04-12,99.05,222.31,-55.4450991858216
2025-04-22,2025-04-22,2023-04-13,98.91,222.04,-55.45397225725095
2025-04-22,2025-04-22,2023-04-14,98.83,221.93,-55.46794034154914
2025-04-22,2025-04-22,2023-04-15,98.39,221.65,-55.61019625535755
2025-04-22,2025-04-22,2023-04-16,98.36,221.76,-55.64574314574314
2025-04-22,2025-04-22,2023-04-17,98.21,222.23,-55.80704675336363
2025-04-22,2025-04-22,2023-04-18,98.05,222.98,-56.02744640774957
2025-04-22,2025-04-22,2023-04-19,97.92,223.36,-56.16045845272206
2025-04-22,2025-04-22,2023-04-20,97.89,223.78,-56.25614442756278
2025-04-22,2025-04-22,2023-04-21,97.79,224.11,-56.36517781446611
2025-04-22,2025-04-22,2023-04-22,98.08,224.55,-56.32153195279448
2025-04-22,2025-04-22,2023-04-23,97.99,224.99,-56.44695319791991
2025-04-22,2025-04-22,2023-04-24,97.86,225.01,-56.508599617794765
2025-04-22,2025-04-22,2023-04-25,97.65,225.22,-56.642394103543204
2025-04-22,2025-04-22,2023-04-26,97.96,225.17,-56.49509259670471
2025-04-22,2025-04-22,2023-04-27,98.28,222.97,-55.92232138852761
2025-04-22,2025-04-22,2023-04-28,99.36,222.85,-55.413955575499216
2025-04-22,2025-04-22,2023-04-29,99.08,222.51,-55.47166419486764
2025-04-22,2025-04-22,2023-04-30,98.76,222.23,-55.559555415560446
2025-04-22,2025-04-22,2023-05-01,98.49,222.18,-55.67107750472589
2025-04-22,2025-04-22,2023-05-02,98.37,221.87,-55.66322621354848
2025-04-22,2025-04-22,2023-05-03,98.5,221.89,-55.608634909189234
2025-04-22,2025-04-22,2023-05-04,98.23,224.03,-56.153193768691686
2025-04-22,2025-04-22,2023-05-05,97.58,224.08,-56.45305248125669
2025-04-22,2025-04-22,2023-05-06,98.2,224.56,-56.27003918774493
2025-04-22,2025-04-22,2023-05-07,98.8,224.8,-56.04982206405694
2025-04-22,2025-04-22,2023-05-08,99.24,225.12,-55.916844349680176
2025-04-22,2025-04-22,2023-05-09,99.58,225.86,-55.91074116709467
2025-04-22,2025-04-22,2023-05-10,99.25,226.37,-56.15585104033221
2025-04-22,2025-04-22,2023-05-11,99.17,226.6,-56.23565754633716
2025-04-22,2025-04-22,2023-05-12,98.4,226.79,-56.611843555712326
2025-04-22,2025-04-22,2023-05-13,97.99,226.66,-56.76784611312098
2025-04-22,2025-04-22,2023-05-14,97.65,226.69,-56.92355198729542
2025-04-22,2025-04-22,2023-05-15,97.46,226.69,-57.007366888702634
2025-04-22,2025-04-22,2023-05-16,97.26,226.57,-57.072869311912434
2025-04-22,2025-04-22,2023-05-17,96.86,225.88,-57.11882415441827
2025-04-22,2025-04-22,2023-05-18,96.64,225.76,-57.19347980155918
2025-04-22,2025-04-22,2023-05-19,96.77,225.66,-57.11690153328015
2025-04-22,2025-04-22,2023-05-20,96.5,225.55,-57.21569496785636
2025-04-22,2025-04-22,2023-05-21,96.34,225.05,-57.19173516996223
2025-04-22,2025-04-22,2023-05-22,96.16,224.99,-57.26032268100805
2025-04-22,2025-04-22,2023-05-23,95.94,224.77,-57.31636784268363
2025-04-22,2025-04-22,2023-05-24,95.97,225.13,-57.3712965841958
2025-04-22,2025-04-22,2023-05-25,95.88,225.04,-57.39424102381799
2025-04-22,2025-04-22,2023-05-26,95.8,224.89,-57.40139623816087
2025-04-22,2025-04-22,2023-05-27,95.71,224.74,-57.41301059001513
2025-04-22,2025-04-22,2023-05-28,95.43,224.9,-57.56780791462872
2025-04-22,2025-04-22,2023-05-29,95.18,224.53,-57.60922816550127
2025-04-22,2025-04-22,2023-05-30,94.99,224.32,-57.65424393723252
2025-04-22,2025-04-22,2023-05-31,94.6,223.84,-57.73766976411723
2025-04-22,2025-04-22,2023-06-01,94.16,223.39,-57.84950087291284
2025-04-22,2025-04-22,2023-06-02,93.76,222.73,-57.90418892829883
2025-04-22,2025-04-22,2023-06-03,93.56,222.03,-57.86155024095842
2025-04-22,2025-04-22,2023-06-04,93.37,221.38,-57.82365163971451
2025-04-22,2025-04-22,2023-06-05,93.16,220.66,-57.781201848998464
2025-04-22,2025-04-22,2023-06-06,92.89,219.89,-57.756150802674064
2025-04-22,2025-04-22,2023-06-07,92.64,219.24,-57.74493705528189
2025-04-22,2025-04-22,2023-06-08,91.84,218.7,-58.00640146319158
2025-04-22,2025-04-22,2023-06-09,90.9,218.38,-58.37530909423939
2025-04-22,2025-04-22,2023-06-10,89.71,217.98,-58.84484815120653
2025-04-22,2025-04-22,2023-06-11,88.65,217.62,-59.26385442514474
2025-04-22,2025-04-22,2023-06-12,87.58,217.34,-59.703690070856716
2025-04-22,2025-04-22,2023-06-13,86.52,217.13,-60.152903790356014
2025-04-22,2025-04-22,2023-06-14,85.58,217.03,-60.56766345666497
2025-04-22,2025-04-22,2023-06-15,85.39,216.87,-60.62618158343709
2025-04-22,2025-04-22,2023-06-16,85.14,216.56,-60.68526043590692
2025-04-22,2025-04-22,2023-06-17,85.14,216.45,-60.665280665280676
2025-04-22,2025-04-22,2023-06-18,85.16,216.25,-60.619653179190756
2025-04-22,2025-04-22,2023-06-19,85.18,216.23,-60.60676131896591
2025-04-22,2025-04-22,2023-06-20,85.25,216.19,-60.56709376011842
2025-04-22,2025-04-22,2023-06-21,85.32,216.15,-60.52741151977794
2025-04-22,2025-04-22,2023-06-22,85.31,216.02,-60.508286269789835
2025-04-22,2025-04-22,2023-06-23,85.26,216.12,-60.54969461410328
2025-04-22,2025-04-22,2023-06-24,85.14,215.95,-60.57420699235935
2025-04-22,2025-04-22,2023-06-25,84.94,215.56,-60.59565782148822
2025-04-22,2025-04-22,2023-06-26,84.66,215.17,-60.65436631500673
2025-04-22,2025-04-22,2023-06-27,84.47,214.45,-60.61086500349732
2025-04-22,2025-04-22,2023-06-28,84.21,213.48,-60.553681843732434
2025-04-22,2025-04-22,2023-06-29,83.91,212.55,-60.52223006351447
2025-04-22,2025-04-22,2023-06-30,83.75,211.59,-60.41873434472329
2025-04-22,2025-04-22,2023-07-01,83.56,210.8,-60.36053130929792
2025-04-22,2025-04-22,2023-07-02,83.42,210.27,-60.32719836400818
2025-04-22,2025-04-22,2023-07-03,83.31,209.43,-60.2205987680848
2025-04-22,2025-04-22,2023-07-04,83.13,208.52,-60.13332054479187
2025-04-22,2025-04-22,2023-07-05,83.09,208.18,-60.08742434431742
2025-04-22,2025-04-22,2023-07-06,82.94,207.41,-60.01157128393038
2025-04-22,2025-04-22,2023-07-07,82.88,206.67,-59.89742100933856
2025-04-22,2025-04-22,2023-07-08,82.93,205.9,-59.72316658572122
2025-04-22,2025-04-22,2023-07-09,82.92,204.93,-59.537403015663884
2025-04-22,2025-04-22,2023-07-10,82.96,204.12,-59.357240838722326
2025-04-22,2025-04-22,2023-07-11,83.0,203.73,-59.259804643400585
2025-04-22,2025-04-22,2023-07-12,83.0,202.93,-59.09919676735821
2025-04-22,2025-04-22,2023-07-13,83.55,202.48,-58.736665349664165
2025-04-22,2025-04-22,2023-07-14,84.03,201.93,-58.386569603327885
2025-04-22,2025-04-22,2023-07-15,84.47,201.41,-58.06067226056303
2025-04-22,2025-04-22,2023-07-16,84.95,201.08,-57.75313308136065
2025-04-22,2025-04-22,2023-07-17,85.45,200.79,-57.44309975596394
2025-04-22,2025-04-22,2023-07-18,85.88,200.1,-57.08145927036482
2025-04-22,2025-04-22,2023-07-19,86.32,199.34,-56.6971004314237
2025-04-22,2025-04-22,2023-07-20,86.32,198.99,-56.62093572541335
2025-04-22,2025-04-22,2023-07-21,86.3,198.31,-56.4822752256568
2025-04-22,2025-04-22,2023-07-22,85.89,197.81,-56.57954602901775
2025-04-22,2025-04-22,2023-07-23,85.73,196.91,-56.46234320247828
2025-04-22,2025-04-22,2023-07-24,85.51,196.27,-56.432465481224845
2025-04-22,2025-04-22,2023-07-25,85.35,195.79,-56.407375248991265
2025-04-22,2025-04-22,2023-07-26,85.14,195.38,-56.42338007984441
2025-04-22,2025-04-22,2023-07-27,84.51,194.56,-56.563527960526315
2025-04-22,2025-04-22,2023-07-28,83.98,194.24,-56.76482701812191
2025-04-22,2025-04-22,2023-07-29,83.74,193.79,-56.788275968832245
2025-04-22,2025-04-22,2023-07-30,83.24,193.89,-57.06844086853371
2025-04-22,2025-04-22,2023-07-31,82.72,193.57,-57.266105284909855
2025-04-22,2025-04-22,2023-08-01,82.2,193.37,-57.49082070641774
2025-04-22,2025-04-22,2023-08-02,81.6,192.97,-57.71363424366483
2025-04-22,2025-04-22,2023-08-03,81.33,192.65,-57.7835452893849
2025-04-22,2025-04-22,2023-08-04,81.03,192.16,-57.832014987510405
2025-04-22,2025-04-22,2023-08-05,80.85,191.71,-57.82692608627615
2025-04-22,2025-04-22,2023-08-06,80.62,191.07,-57.80603967132464
2025-04-22,2025-04-22,2023-08-07,80.4,190.44,-57.78197857592943
2025-04-22,2025-04-22,2023-08-08,80.24,190.03,-57.77508814397727
2025-04-22,2025-04-22,2023-08-09,80.15,189.78,-57.76688797555064
2025-04-22,2025-04-22,2023-08-10,80.07,189.39,-57.72216062094092
2025-04-22,2025-04-22,2023-08-11,80.0,188.97,-57.66523786844473
2025-04-22,2025-04-22,2023-08-12,79.81,188.36,-57.629008282013174
2025-04-22,2025-04-22,2023-08-13,79.84,187.61,-57.44363306859975
2025-04-22,2025-04-22,2023-08-14,79.82,187.09,-57.33604147736384
2025-04-22,2025-04-22,2023-08-15,79.72,186.49,-57.25239959247145
2025-04-22,2025-04-22,2023-08-16,79.68,185.84,-57.1244080929832
2025-04-22,2025-04-22,2023-08-17,79.74,185.24,-56.95314187000648
2025-04-22,2025-04-22,2023-08-18,79.97,184.71,-56.70510530020032
2025-04-22,2025-04-22,2023-08-19,80.1,184.26,-56.52881797460111
2025-04-22,2025-04-22,2023-08-20,80.04,183.94,-56.48581059040991
2025-04-22,2025-04-22,2023-08-21,80.1,183.51,-56.351152525747914
