realtime_start,realtime_end,date,value,year_ago_value,yoy_growth
2025-04-22,2025-04-22,2024-08-24,68.35,80.32,-14.90288844621514
2025-04-22,2025-04-22,2024-08-25,68.16,80.08,-14.885114885114886
2025-04-22,2025-04-22,2024-08-26,68.11,79.98,-14.84121030257565
2025-04-22,2025-04-22,2024-08-27,68.09,79.94,-14.823617713284957
2025-04-22,2025-04-22,2024-08-28,68.17,79.86,-14.638116704232404
2025-04-22,2025-04-22,2024-08-29,68.26,79.84,-14.50400801603206
2025-04-22,2025-04-22,2024-08-30,68.27,79.76,-14.405717151454372
2025-04-22,2025-04-22,2024-08-31,68.33,79.71,-14.276753230460415
2025-04-22,2025-04-22,2024-09-01,68.52,79.8,-14.135338345864664
2025-04-22,2025-04-22,2024-09-02,68.7,79.99,-14.114264283035372
2025-04-22,2025-04-22,2024-09-03,68.73,80.11,-14.205467482211953
2025-04-22,2025-04-22,2024-09-04,68.79,80.26,-14.291054074258657
2025-04-22,2025-04-22,2024-09-05,68.81,80.29,-14.298169136878819
2025-04-22,2025-04-22,2024-09-06,68.82,80.29,-14.285714285714302
2025-04-22,2025-04-22,2024-09-07,68.94,80.31,-14.15763914830034
2025-04-22,2025-04-22,2024-09-08,68.99,80.28,-14.063278525161941
2025-04-22,2025-04-22,2024-09-09,69.04,80.18,-13.893739087054128
2025-04-22,2025-04-22,2024-09-10,69.19,80.06,-13.577317012240824
2025-04-22,2025-04-22,2024-09-11,69.27,79.94,-13.347510632974732
2025-04-22,2025-04-22,2024-09-12,69.33,79.81,-13.13118656809924
2025-04-22,2025-04-22,2024-09-13,69.38,79.75,-13.00313479623825
2025-04-22,2025-04-22,2024-09-14,69.38,79.63,-12.872033153334172
2025-04-22,2025-04-22,2024-09-15,69.35,79.37,-12.624417286128272
2025-04-22,2025-04-22,2024-09-16,69.34,79.14,-12.383118524134442
2025-04-22,2025-04-22,2024-09-17,69.34,78.74,-11.938023876047742
2025-04-22,2025-04-22,2024-09-18,69.33,78.26,-11.410682340914907
2025-04-22,2025-04-22,2024-09-19,69.37,77.82,-10.858391159085054
2025-04-22,2025-04-22,2024-09-20,69.42,77.34,-10.240496508921646
2025-04-22,2025-04-22,2024-09-21,69.39,76.82,-9.671960426972134
2025-04-22,2025-04-22,2024-09-22,69.35,76.45,-9.287115761935917
2025-04-22,2025-04-22,2024-09-23,69.28,76.01,-8.854098144980927
2025-04-22,2025-04-22,2024-09-24,69.18,75.76,-8.685322069693767
2025-04-22,2025-04-22,2024-09-25,69.12,75.6,-8.571428571428559
2025-04-22,2025-04-22,2024-09-26,68.99,75.47,-8.586193189346766
2025-04-22,2025-04-22,2024-09-27,68.74,75.41,-8.844980771780934
2025-04-22,2025-04-22,2024-09-28,68.54,75.49,-9.20651741952575
2025-04-22,2025-04-22,2024-09-29,68.42,75.44,-9.305408271474015
2025-04-22,2025-04-22,2024-09-30,68.42,75.38,-9.233218360307765
2025-04-22,2025-04-22,2024-10-01,68.33,75.39,-9.364637219790426
2025-04-22,2025-04-22,2024-10-02,68.19,75.4,-9.56233421750664
2025-04-22,2025-04-22,2024-10-03,68.05,75.4,-9.748010610079588
2025-04-22,2025-04-22,2024-10-04,68.17,75.41,-9.60084869380718
2025-04-22,2025-04-22,2024-10-05,68.32,75.36,-9.341825902335465
2025-04-22,2025-04-22,2024-10-06,68.39,75.4,-9.297082228116716
2025-04-22,2025-04-22,2024-10-07,68.4,75.56,-9.47591318157755
2025-04-22,2025-04-22,2024-10-08,68.49,75.6,-9.404761904761905
2025-04-22,2025-04-22,2024-10-09,68.6,75.64,-9.307244843997893
2025-04-22,2025-04-22,2024-10-10,68.57,75.67,-9.382846570635666
2025-04-22,2025-04-22,2024-10-11,68.38,75.64,-9.598096245372826
2025-04-22,2025-04-22,2024-10-12,68.2,75.68,-9.883720930232561
2025-04-22,2025-04-22,2024-10-13,68.03,75.71,-10.143970413419618
2025-04-22,2025-04-22,2024-10-14,67.87,75.76,-10.414466737064414
2025-04-22,2025-04-22,2024-10-15,67.77,75.92,-10.73498419388831
2025-04-22,2025-04-22,2024-10-16,67.55,75.94,-11.048195944166448
2025-04-22,2025-04-22,2024-10-17,67.52,76.01,-11.169582949611904
2025-04-22,2025-04-22,2024-10-18,67.53,76.03,-11.179797448375641
2025-04-22,2025-04-22,2024-10-19,67.45,76.09,-11.354974372453674
2025-04-22,2025-04-22,2024-10-20,67.5,76.08,-11.277602523659304
2025-04-22,2025-04-22,2024-10-21,67.53,75.84,-10.957278481012661
2025-04-22,2025-04-22,2024-10-22,67.52,75.72,-10.82937136819863
2025-04-22,2025-04-22,2024-10-23,67.57,75.69,-10.727969348659009
2025-04-22,2025-04-22,2024-10-24,67.53,75.58,-10.650965863985178
2025-04-22,2025-04-22,2024-10-25,67.49,75.54,-10.656605771776556
2025-04-22,2025-04-22,2024-10-26,67.57,75.39,-10.37272847857807
2025-04-22,2025-04-22,2024-10-27,67.51,75.24,-10.273790536948418
2025-04-22,2025-04-22,2024-10-28,67.48,75.26,-10.337496678182303
2025-04-22,2025-04-22,2024-10-29,67.43,75.09,-10.201092022905842
2025-04-22,2025-04-22,2024-10-30,67.41,74.95,-10.060040026684463
2025-04-22,2025-04-22,2024-10-31,67.47,74.71,-9.690804443849546
2025-04-22,2025-04-22,2024-11-01,67.55,74.56,-9.40182403433477
2025-04-22,2025-04-22,2024-11-02,67.65,74.49,-9.182440596053148
2025-04-22,2025-04-22,2024-11-03,67.78,74.5,-9.020134228187917
2025-04-22,2025-04-22,2024-11-04,67.88,74.52,-8.910359634997317
2025-04-22,2025-04-22,2024-11-05,67.96,74.58,-8.876374363100032
2025-04-22,2025-04-22,2024-11-06,68.02,74.62,-8.844813722862515
2025-04-22,2025-04-22,2024-11-07,68.02,74.75,-9.003344481605357
2025-04-22,2025-04-22,2024-11-08,68.01,74.77,-9.04105924836163
2025-04-22,2025-04-22,2024-11-09,67.91,74.79,-9.199090787538452
2025-04-22,2025-04-22,2024-11-10,67.85,74.77,-9.255048816370206
2025-04-22,2025-04-22,2024-11-11,67.81,74.76,-9.296415195291603
2025-04-22,2025-04-22,2024-11-12,67.73,74.72,-9.354925053533183
2025-04-22,2025-04-22,2024-11-13,67.68,74.69,-9.385459900923806
2025-04-22,2025-04-22,2024-11-14,67.64,74.65,-9.390488948425995
2025-04-22,2025-04-22,2024-11-15,67.6,74.6,-9.383378016085791
2025-04-22,2025-04-22,2024-11-16,67.6,74.59,-9.371229387317346
2025-04-22,2025-04-22,2024-11-17,67.51,74.64,-9.552518756698815
2025-04-22,2025-04-22,2024-11-18,67.52,74.61,-9.502747620962342
2025-04-22,2025-04-22,2024-11-19,67.55,74.67,-9.535288603187364
2025-04-22,2025-04-22,2024-11-20,67.54,74.71,-9.597108820773641
2025-04-22,2025-04-22,2024-11-21,67.51,74.79,-9.733921647279049
2025-04-22,2025-04-22,2024-11-22,67.54,74.84,-9.754142169962583
2025-04-22,2025-04-22,2024-11-23,67.56,74.8,-9.679144385026731
2025-04-22,2025-04-22,2024-11-24,67.62,74.73,-9.514251304696907
2025-04-22,2025-04-22,2024-11-25,67.57,74.69,-9.532735305931189
2025-04-22,2025-04-22,2024-11-26,67.55,74.56,-9.40182403433477
2025-04-22,2025-04-22,2024-11-27,67.62,74.45,-9.173942243116183
2025-04-22,2025-04-22,2024-11-28,67.73,74.34,-8.89157923056228
2025-04-22,2025-04-22,2024-11-29,67.8,74.29,-8.736034459550423
2025-04-22,2025-04-22,2024-11-30,67.83,74.16,-8.535598705501616
2025-04-22,2025-04-22,2024-12-01,67.89,74.05,-8.318703578663062
2025-04-22,2025-04-22,2024-12-02,68.01,74.01,-8.107012565869477
2025-04-22,2025-04-22,2024-12-03,68.09,74.01,-7.998919064991219
2025-04-22,2025-04-22,2024-12-04,68.19,74.03,-7.888693772794817
2025-04-22,2025-04-22,2024-12-05,68.25,73.99,-7.75780510879848
2025-04-22,2025-04-22,2024-12-06,68.26,74.14,-7.930941462098725
2025-04-22,2025-04-22,2024-12-07,68.31,74.36,-8.136094674556208
2025-04-22,2025-04-22,2024-12-08,68.31,74.54,-8.357928628924071
2025-04-22,2025-04-22,2024-12-09,68.35,74.56,-8.328862660944218
2025-04-22,2025-04-22,2024-12-10,68.38,74.71,-8.472761343862935
2025-04-22,2025-04-22,2024-12-11,68.33,74.82,-8.674151296444794
2025-04-22,2025-04-22,2024-12-12,68.32,74.92,-8.809396689802467
2025-04-22,2025-04-22,2024-12-13,68.33,74.84,-8.698556921432395
2025-04-22,2025-04-22,2024-12-14,68.19,74.83,-8.873446478685022
2025-04-22,2025-04-22,2024-12-15,68.26,74.76,-8.694489031567683
2025-04-22,2025-04-22,2024-12-16,68.23,74.8,-8.783422459893039
2025-04-22,2025-04-22,2024-12-17,68.22,74.7,-8.674698795180728
2025-04-22,2025-04-22,2024-12-18,68.24,74.69,-8.635694202704517
2025-04-22,2025-04-22,2024-12-19,68.24,74.77,-8.73344924434934
2025-04-22,2025-04-22,2024-12-20,68.26,74.83,-8.779901109180802
2025-04-22,2025-04-22,2024-12-21,68.36,74.84,-8.658471405665424
2025-04-22,2025-04-22,2024-12-22,68.35,74.84,-8.67183324425442
2025-04-22,2025-04-22,2024-12-23,68.35,74.83,-8.659628491246831
2025-04-22,2025-04-22,2024-12-24,68.33,74.83,-8.6863557396766
2025-04-22,2025-04-22,2024-12-25,68.34,74.82,-8.66078588612669
2025-04-22,2025-04-22,2024-12-26,68.36,74.8,-8.609625668449194
2025-04-22,2025-04-22,2024-12-27,68.33,74.79,-8.637518384810813
2025-04-22,2025-04-22,2024-12-28,68.38,74.79,-8.570664527343242
2025-04-22,2025-04-22,2024-12-29,68.36,74.86,-8.682874699438953
2025-04-22,2025-04-22,2024-12-30,68.37,74.88,-8.693910256410245
2025-04-22,2025-04-22,2024-12-31,68.36,74.84,-8.658471405665424
2025-04-22,2025-04-22,2025-01-01,68.08,74.81,-8.99612351289935
2025-04-22,2025-04-22,2025-01-02,67.8,74.77,-9.321920556372875
2025-04-22,2025-04-22,2025-01-03,67.52,74.76,-9.684323167469246
2025-04-22,2025-04-22,2025-01-04,67.05,74.71,-10.25297818230491
2025-04-22,2025-04-22,2025-01-05,66.68,74.65,-10.676490288010715
2025-04-22,2025-04-22,2025-01-06,66.3,74.62,-11.149825783972135
2025-04-22,2025-04-22,2025-01-07,65.95,74.66,-11.666220198231978
2025-04-22,2025-04-22,2025-01-08,65.91,74.62,-11.672473867595828
2025-04-22,2025-04-22,2025-01-09,65.91,74.53,-11.565812424527042
2025-04-22,2025-04-22,2025-01-10,65.98,74.41,-11.329122429780934
2025-04-22,2025-04-22,2025-01-11,66.11,74.37,-11.106629017076784
2025-04-22,2025-04-22,2025-01-12,66.28,74.29,-10.782070265177016
2025-04-22,2025-04-22,2025-01-13,66.46,74.2,-10.431266846361197
2025-04-22,2025-04-22,2025-01-14,66.64,74.16,-10.14023732470334
2025-04-22,2025-04-22,2025-01-15,66.85,74.2,-9.905660377358503
2025-04-22,2025-04-22,2025-01-16,67.06,74.23,-9.659167452512463
2025-04-22,2025-04-22,2025-01-17,67.23,74.26,-9.466738486399139
2025-04-22,2025-04-22,2025-01-18,67.33,74.25,-9.319865319865322
2025-04-22,2025-04-22,2025-01-19,67.43,74.29,-9.234082649077937
2025-04-22,2025-04-22,2025-01-20,67.46,74.36,-9.27918235610544
2025-04-22,2025-04-22,2025-01-21,67.43,74.26,-9.197414489631022
2025-04-22,2025-04-22,2025-01-22,67.32,74.12,-9.174311926605519
2025-04-22,2025-04-22,2025-01-23,67.23,74.0,-9.148648648648642
2025-04-22,2025-04-22,2025-01-24,67.14,73.89,-9.135200974421437
2025-04-22,2025-04-22,2025-01-25,67.13,73.74,-8.963927312177923
2025-04-22,2025-04-22,2025-01-26,67.02,73.46,-8.76667574190035
2025-04-22,2025-04-22,2025-01-27,66.92,73.31,-8.716409766743965
2025-04-22,2025-04-22,2025-01-28,66.87,73.25,-8.709897610921495
2025-04-22,2025-04-22,2025-01-29,66.84,73.16,-8.638600328048105
2025-04-22,2025-04-22,2025-01-30,66.77,73.06,-8.609362168081038
2025-04-22,2025-04-22,2025-01-31,66.71,72.89,-8.478529290712041
2025-04-22,2025-04-22,2025-02-01,66.64,72.87,-8.549471661863597
2025-04-22,2025-04-22,2025-02-02,66.58,72.96,-8.744517543859644
2025-04-22,2025-04-22,2025-02-03,66.52,72.94,-8.801754867013987
2025-04-22,2025-04-22,2025-02-04,66.46,72.9,-8.83401920438959
2025-04-22,2025-04-22,2025-02-05,66.37,72.76,-8.782297965915339
2025-04-22,2025-04-22,2025-02-06,66.28,72.69,-8.818269363048557
2025-04-22,2025-04-22,2025-02-07,66.15,72.66,-8.959537572254323
2025-04-22,2025-04-22,2025-02-08,66.06,72.56,-8.958103638368247
2025-04-22,2025-04-22,2025-02-09,65.97,72.49,-8.994344047454817
2025-04-22,2025-04-22,2025-02-10,65.91,72.36,-8.91376451077944
2025-04-22,2025-04-22,2025-02-11,65.88,72.27,-8.84184308841843
2025-04-22,2025-04-22,2025-02-12,65.86,72.25,-8.844290657439448
2025-04-22,2025-04-22,2025-02-13,65.82,72.21,-8.849189862899877
2025-04-22,2025-04-22,2025-02-14,65.76,72.15,-8.856548856548857
2025-04-22,2025-04-22,2025-02-15,65.43,72.1,-9.251040221913993
2025-04-22,2025-04-22,2025-02-16,65.35,72.01,-9.248715456186655
2025-04-22,2025-04-22,2025-02-17,65.22,71.78,-9.139035943159657
2025-04-22,2025-04-22,2025-02-18,64.97,71.73,-9.424229750453094
2025-04-22,2025-04-22,2025-02-19,64.68,71.73,-9.828523630280213
2025-04-22,2025-04-22,2025-02-20,64.39,71.71,-10.207781341514425
2025-04-22,2025-04-22,2025-02-21,64.1,71.68,-10.574776785714302
2025-04-22,2025-04-22,2025-02-22,64.18,71.63,-10.40067011028897
2025-04-22,2025-04-22,2025-02-23,63.98,71.53,-10.555011883125967
2025-04-22,2025-04-22,2025-02-24,63.76,71.67,-11.036695967629417
2025-04-22,2025-04-22,2025-02-25,63.62,71.6,-11.14525139664804
2025-04-22,2025-04-22,2025-02-26,63.52,71.49,-11.148412365365774
2025-04-22,2025-04-22,2025-02-27,63.49,71.41,-11.090883629743727
2025-04-22,2025-04-22,2025-02-28,63.52,71.33,-10.949109771484643
2025-04-22,2025-04-22,2025-02-28,63.52,71.24,-10.836608646827614
2025-04-22,2025-04-22,2025-03-01,63.38,71.24,-11.03312745648511
2025-04-22,2025-04-22,2025-03-02,63.42,71.11,-10.814231472366753
2025-04-22,2025-04-22,2025-03-03,63.45,71.05,-10.696692470091477
2025-04-22,2025-04-22,2025-03-04,63.56,71.05,-10.54187192118226
2025-04-22,2025-04-22,2025-03-05,63.59,71.02,-10.461841734722602
2025-04-22,2025-04-22,2025-03-06,63.66,71.07,-10.426340227944277
2025-04-22,2025-04-22,2025-03-07,63.61,71.09,-10.521873681249126
2025-04-22,2025-04-22,2025-03-08,63.66,71.08,-10.438942037141253
2025-04-22,2025-04-22,2025-03-09,63.59,71.17,-10.65055500913306
2025-04-22,2025-04-22,2025-03-10,63.47,71.17,-10.819165378670792
2025-04-22,2025-04-22,2025-03-11,63.32,71.13,-10.979895965134254
2025-04-22,2025-04-22,2025-03-12,63.22,71.07,-11.045448149711545
2025-04-22,2025-04-22,2025-03-13,63.01,70.98,-11.228515074668929
2025-04-22,2025-04-22,2025-03-14,62.89,70.94,-11.3476177051029
2025-04-22,2025-04-22,2025-03-15,62.79,70.92,-11.463620981387482
2025-04-22,2025-04-22,2025-03-16,62.71,70.88,-11.526523702031596
2025-04-22,2025-04-22,2025-03-17,62.64,70.92,-11.675126903553302
2025-04-22,2025-04-22,2025-03-18,62.59,70.97,-11.807806115259963
2025-04-22,2025-04-22,2025-03-19,62.6,71.1,-11.954992967651187
2025-04-22,2025-04-22,2025-03-20,62.68,71.16,-11.916807195053398
2025-04-22,2025-04-22,2025-03-21,62.85,71.21,-11.739924167953928
2025-04-22,2025-04-22,2025-03-22,62.91,71.24,-11.692869174620999
2025-04-22,2025-04-22,2025-03-23,62.97,71.3,-11.683029453015426
2025-04-22,2025-04-22,2025-03-24,63.03,71.3,-11.598877980364652
2025-04-22,2025-04-22,2025-03-25,63.15,71.33,-11.467825599327071
2025-04-22,2025-04-22,2025-03-26,63.17,71.23,-11.315456970377651
2025-04-22,2025-04-22,2025-03-27,63.15,71.13,-11.218894981020663
2025-04-22,2025-04-22,2025-03-28,63.06,71.07,-11.270578303081457
2025-04-22,2025-04-22,2025-03-29,63.05,71.05,-11.259676284306828
2025-04-22,2025-04-22,2025-03-30,63.06,71.02,-11.208110391439023
2025-04-22,2025-04-22,2025-03-31,63.13,71.01,-11.097028587522887
2025-04-22,2025-04-22,2025-04-01,63.18,70.89,-10.87600507829031
2025-04-22,2025-04-22,2025-04-02,63.28,70.88,-10.722347629796833
2025-04-22,2025-04-22,2025-04-03,63.43,70.95,-10.599013389711068
2025-04-22,2025-04-22,2025-04-04,63.69,70.97,-10.257855431872624
2025-04-22,2025-04-22,2025-04-05,63.95,70.91,-9.815258778733597
2025-04-22,2025-04-22,2025-04-06,64.22,70.87,-9.383378016085798
2025-04-22,2025-04-22,2025-04-07,64.46,70.82,-8.98051397910195
2025-04-22,2025-04-22,2025-04-08,64.58,70.84,-8.836815358554496
2025-04-22,2025-04-22,2025-04-09,64.73,70.81,-8.586357859059452
2025-04-22,2025-04-22,2025-04-10,64.77,70.82,-8.54278452414572
2025-04-22,2025-04-22,2025-04-11,64.65,70.89,-8.802369868810827
